osm_type,osm_id,name,category,place,street,housenumber,postcode,phone,phone_alt,website,email,facebook,instagram,opening_hours,lat,lon
node,3546845582,Benu,pharmacy,,,,,+38118510970,,https://benu.rs/,nis12februara211@benu.rs,https://www.facebook.com/benuapoteka,https://www.instagram.com/benuapoteka/,Mo-Fr 07:30-20:00; Sa 08:00-21:00; Su 08:00-15:00,43.3220628,21.9074814
node,5939862494,Benu,pharmacy,,,,,+381648411608,,https://benu.rs/,nisbulevarmedijana354@benu.rs,https://www.facebook.com/benuapoteka,https://www.instagram.com/benuapoteka/,Mo-Su 09:00-22:00,43.3108377,21.9372357
node,6806518138,Benu,pharmacy,,,,,+381648441831,,https://benu.rs/,niscaradusana352@benu.rs,https://www.facebook.com/benuapoteka,https://www.instagram.com/benuapoteka/,Mo-Su 08:00-00:00,43.3170242,21.8946338
node,6807376587,Benu,pharmacy,,,,,+38118243568,,https://benu.rs/,nis12februara211@benu.rs,https://www.facebook.com/benuapoteka,https://www.instagram.com/benuapoteka/,Mo-Fr 07:30-20:00; Sa 07:30-18:00; Su 07:30-15:30,43.3243751,21.8903339
node,6808078297,Benu,pharmacy,,,,,+381184200064,,https://benu.rs/,drzoranadjindjica426@benu.rs,https://www.facebook.com/benuapoteka,https://www.instagram.com/benuapoteka/,Mo-Su 08:00-22:00,43.3179519,21.9113885
node,9532234721,Benu,pharmacy,,,,,,,https://benu.rs/,nisobrenoviceva434@benu.rs,https://www.facebook.com/benuapoteka,https://www.instagram.com/benuapoteka/,Mo-Sa 08:00-22:00; Su 10:00-18:00,43.320326,21.8952382
node,9764721102,Benu,pharmacy,,,,,+38118277140,,https://benu.rs/,disnis@benu.rs,https://www.facebook.com/benuapoteka,https://www.instagram.com/benuapoteka/,Mo-Su 08:00-21:00,43.3202878,21.9376229
node,12093814057,Benu,pharmacy,,,,,+38118247592,,https://benu.rs/,niscentar255@benu.rs,https://www.facebook.com/benuapoteka,https://www.instagram.com/benuapoteka/,Mo-Sa 08:00-22:00; Su 09:00-16:00,43.3210701,21.8951351
node,13468372186,Benu,pharmacy,,,,,+38118580011,,https://benu.rs/,temponis@benu.rs,https://www.facebook.com/benuapoteka,https://www.instagram.com/benuapoteka/,Mo-Su 08:00-21:00,43.337583,21.8797769
node,13650654606,Benu,pharmacy,,,,,,,https://benu.rs/,nisbulnemanjica436@benu.rs,strata019@gmail.com,https://www.instagram.com/benuapoteka/,Mo-Sa 08:00-21:00; Sa 08:00-15:00,43.3215671,21.9152402
node,13658777574,Benu,pharmacy,,,,,+38118203077,,https://benu.rs/,rodanis@benu.rs,https://www.facebook.com/benuapoteka,https://www.instagram.com/benuapoteka/,24/7,43.3232267,21.9257646
node,13958590330,Benu,pharmacy,,Булевар Светог Пантелејмона,70,,+381648312484,,https://benu.rs/,nispantelej492@benu.rs,https://www.facebook.com/benuapoteka,https://www.instagram.com/benuapoteka/,Mo-Sa 08:00-21:00; Su 08:00-15:00,43.3350441,21.9217347
node,13958590331,Benu,pharmacy,,Војводе Гојка,48a,,+381648441723,,https://benu.rs/,nispalilula511@benu.rs,https://www.facebook.com/benuapoteka,https://www.instagram.com/benuapoteka/,Mo-Sa 08:00-21:00; Su 08:00-15:00,43.3122017,21.8903577
node,13958590346,Benu,pharmacy,,,,,+381648411661,,https://benu.rs/,,https://www.facebook.com/benuapoteka,https://www.instagram.com/benuapoteka/,Mo-Fr 07:30-20:00; Sa 07:30-16:00; Su 07:30-14:30,43.3239787,21.8931994
node,13958590351,Benu,pharmacy,,Булевар др Зорана Ђинђића,10,,+381648441739,,https://benu.rs/,cair538@benu.rs,https://www.facebook.com/benuapoteka,https://www.instagram.com/benuapoteka/,Mo-Fr 08:00-21:00; Sa 08:00-16:00; Su 08:00-15:00,43.3188669,21.9080189
node,13958590352,Benu,pharmacy,,,,,+38118233341,,https://benu.rs/,niszona229@benu.rs,https://www.facebook.com/benuapoteka,https://www.instagram.com/benuapoteka/,Mo-Sa 08:00-21:00; Su 08:00-15:00,43.3188303,21.9212929
node,13958590360,Benu,pharmacy,,Књажевачка,118a,,+38164844185,,https://benu.rs/,nisdurlan230@benu.rs,https://www.facebook.com/benuapoteka,https://www.instagram.com/benuapoteka/,Mo-Fr 07:30-21:00; Sa 08:00-20:00; Su 08:00-15:00,43.3292947,21.9271714
node,13958590361,Benu,pharmacy,,Матејевачки пут,2c,,+38118572444,,https://benu.rs/,nismatejevacki279@benu.rs,https://www.facebook.com/benuapoteka,https://www.instagram.com/benuapoteka/,Mo-Sa 08:00-21:00; Sa 08:00-15:00,43.3300192,21.9375458
node,13958590362,Benu,pharmacy,,Књажевачка,118c,,+381648441777,,https://benu.rs/,nisdurlan2-281@benu.rs,https://www.facebook.com/benuapoteka,https://www.instagram.com/benuapoteka/,Mo-Fr 07:30-21:00; Sa 08:00-15:00,43.3289976,21.9272185
node,13958590363,Benu,pharmacy,,,,,+38118260878,,https://benu.rs/,niszeleznicka282@benu.rs,https://www.facebook.com/benuapoteka,https://www.instagram.com/benuapoteka/,Mo-Sa 07:30-20:00; Sa 07:30-14:00,43.3158865,21.8813646
way,1457622916,Benu,pharmacy,,,,,,,https://benu.rs/,deltaplanetnis448@benu.rs,https://www.facebook.com/benuapoteka,https://www.instagram.com/benuapoteka/,Mo-Su 10:00-22:00,43.325099,21.911353
node,6809645989,Gracia,pharmacy,,,,,+38118526404,,,,,,,43.3153013,21.8945211
node,13395542610,Maelia,pharmacy,,,,,+381800444555,,https://maelia.rs,,https://www.facebook.com/apotekamaelia,https://www.instagram.com/apotekamaelia,Mo-Su 08:00-22:00,43.3193368,21.8949543
node,13761148646,Maelia,pharmacy,,,,,+381800444555,,https://maelia.rs,,https://www.facebook.com/apotekamaelia,https://www.instagram.com/apotekamaelia,Mo-Su 08:00-22:00,43.318269,21.9106642
way,1033472810,Remedia sunce,pharmacy,Ниш,Хајдук Вељкова,51a,18000,+38118278700,,,,,,Mo-Sa 08:00-21:00; Su 08:00-15:00,43.3137023,21.8988889
node,6807405985,Tvrđava,pharmacy,,,,,+38118591500,,,,,,Mo-Fr 07:00-20:00; Sa 07:00-18:00; Su 07:00-14:00,43.3241503,21.8919339
way,786282120,Апотека Ниш,pharmacy,Ниш,Булевар др Зорана Ђинђића,81b,18000,+38118512296,,https://www.apotekanis.co.rs/,,,,,43.3154561,21.9170581
node,6806518144,Дона,pharmacy,,,,,+38118244568,,,dona2@dona.rs,https://www.facebook.com/DonaFarmNis,https://www.instagram.com/dona_apoteke/,Mo-Fr 08:00-22:00; Sa 09:00-20:00,43.3179744,21.8950046
node,6807406085,Кршенковић,pharmacy,,,,,+38118595501,,,,,,Mo-Fr 07:00-20:00; Sa 08:00-16:00; Su 08:00-15:00,43.3241336,21.892065
node,6809644986,Кршенковић,pharmacy,Ниш,Обреновићева,86,18000,+38118511343,,,ogranak51nis@gmail.com,,,Mo-Su 08:00-23:00,43.3163471,21.8944
node,9658462717,Foto Selma,photo,,,,,,,https://info.fotoselma.com,,,,,43.3178733,21.8941262
way,1188647384,Црква Узвишења Светог Крижа,place_of_worship,Nis,Југ Богданова,1,18000,,,http://kcn.rs,,,,,43.3168552,21.8917803
node,13474987952,Ековел центар,podiatrist,,Булевар Немањића,85,,+38118203230,+381605400536,https://ekovel.com/,,,,Mo-Fr 10:00-18:00; Sa 09:00-15:00,43.3175069,21.9248903
way,286514610,Ватрогасни дом,police,Ниш,Војводе Мишића,56,18000,+38118527767,,,,,,,43.3222584,21.9092621
way,839910624,Полицијска испостава Црвени Крст,police,Ниш,Булевар дванаести фебруар,89,18000,581689,,,,,,,43.3336446,21.8805369
node,9477069260,Демократска странка,political_party,,,,,,,https://www.ds.org.rs/podaci-o-odboru/gradski-odbor-nis,,,,,43.3179483,21.8956826
way,473304238,18101 Ниш,post_office,,Вожда Карађорђа,13a,,+38118518083,,,,,,Mo-Sa 07:00-19:00; Su 08:00-14:00; PH 08:00-15:00,43.320881,21.8986819
way,302840499,18103 Ниш,post_office,,Књажевачка,103,,+38118518150,,,,,,Mo-Fr 08:00-19:00; Sa 08:00-13:00; PH off,43.3296383,21.9223493
node,12003376728,18104 Ниш,post_office,Ниш,Булевар 12. фебруар,38,18104,+38118524970,,,,,,Mo-Fr 07:00-19:00; Sa 07:00-13:00; PH off,43.3239456,21.8903088
node,11174877970,18105 Ниш,post_office,,Трг 14. октобар,6,,+38118518151,,,,,,Mo-Fr 08:00-19:00; Sa 08:00-13:30; PH off,43.3144118,21.8948387
node,8913377695,18107 Ниш,post_office,,Вожда Карађорђа,23,,+38118522400,,,,,,Mo-Fr 07:00-14:00; PH off,43.3206299,21.9008379
way,473353482,18108 Ниш,post_office,,Драгише Цветковића,76,,+38118518172,,,,,,Mo-Fr 08:00-19:00; Sa 08:00-13:00; PH off,43.3182794,21.9184398
node,11215310000,18109 Ниш,post_office,,Бојана Митровића,34a,,+38118513900,,,,,,Mo-Fr 08:00-19:00; Sa 08:00-13:00; PH off,43.3098753,21.9284055
node,8913377696,18111 Ниш,post_office,,Булевар Немањића,85a,,+38118532767,,,,,,Mo-Fr 08:00-19:00; Sa 08:00-13:00; PH off,43.3177443,21.9238431
node,3474147616,18112 Ниш,post_office,,Обреновићева,46,,+38118257329,,,,,,Mo-Fr 08:00-19:00; Sa 08:00-14:00; PH off,43.3180116,21.8941226
node,4946188922,18113 Ниш,post_office,Ниш,Париске комуне,2a,18000,+38118513196,,,,,,Mo-Fr 08:00-15:30; PH off,43.3217394,21.9189504
way,963865083,18114 Ниш,post_office,,Ратка Јовића,10,,+38118582818,,,,,,Mo-Fr 08:00-19:00; Sa 08:00-13:00; PH off,43.3445937,21.8745544
node,8915655915,18115 Ниш,post_office,,Александра Медведева,14,,+38118588001,,,,,,Mo-Fr 08:00-15:00; PH off,43.331301,21.8925315
node,12003376732,18117 Ниш,post_office,Ниш,Византијски булевар,88,18117,+38118206099,,,,,,Mo-Fr 08:00-19:00; Sa 08:00-13:00; PH off,43.322392,21.9324793
node,11051441051,18119 Ниш,post_office,Ниш,Светлане Велмар Јанковић,4,18119,+38118518097,,,,,,Mo-Fr 08:00-15:30; PH off,43.3139601,21.9168361
way,966390908,18127 Ниш,post_office,Ниш,Димитрија Туцовића,203,18127,+381184287377,,,,,,Mo-Fr 07:30-14:30; PH off,43.3177981,21.8338132
node,13103907162,18132 Ниш,post_office,Ниш,Војводе Путника,2b,18132,+38118518092,,,,,,Mo-Fr 07:00-15:00; PH off,43.3149974,21.8811951
node,13103907161,18133 Ниш,post_office,Ниш,Булевар Светог Пантелејмона,48,18133,+38118518133,,,,,,Mo-Fr 08:00-15:30; PH off,43.3336612,21.9171268
way,473302938,Ајриш паб,pub,Ниш,Кеј Кола српских сестара,7,18000,+38162780574,,https://irishpubcrazyhorse.com/,info@irishpubcrazyhorse.com,,,,43.3218256,21.8942514
node,13515500601,Agapi Pizza,restaurant,,Војводе Танкосића,9,18000,+3810611353517,,,,agapi.pizza,agapi.pizza,Mo-Fr 09:00-23:30; Su 14:00-23:30,43.3233012,21.9066681
node,12734511443,Dumpling Club,restaurant,,Николе Пашића,22,,+381628156766,,,,,,Mo-Sa 11:00-23:00,43.3181696,21.8978036
node,13683836313,Kašika,restaurant,Ниш,Рајићева,17,18000,+381604818000,,,,,,Mo-Fr 09:00-17:00,43.3146171,21.8978986
node,9661062617,King Bo,restaurant,,,,,+381183280280,,https://kingbo.rs/,office@kingbo.rs,,,,43.3165071,21.8920084
node,13959444253,Koi sushi,restaurant,Ниш,7. јули,3,18000,+381654550828,,,,,,"Tu-Sa 14:00-00:00, Su 14:00-22:00",43.3226228,21.898793
node,9535723230,L'avenue 22,restaurant,Ниш,Обреновићева,22,18000,+3810605405720,,,lavenue22@gmail.com,https://www.facebook.com/lavenue22/,https://www.instagram.com/l_avenue22/?hl=en,,43.3199165,21.895126
node,12734511444,La casa del Burrito,restaurant,,,,,,,https://burrito.rs/,lcdbnis@gmail.com,,,,43.3177334,21.8995765
node,13683836325,Maša,restaurant,Ниш,Кеј Кола српских сестара,1a,18000,,,https://www.masabistrobar.com/,,,,Mo-Th 08:00-24:00; Fr-Sa 08:00-01:00; Su 08:00-24:00,43.3219153,21.8951062
node,12739459200,Nacionalna Klasa,restaurant,,,,,+38162303233,,https://nis.nacionalna-klasa.rs/,,,,Mo-Th 11:00-00:00; Fr 11:00-02:00; Sa 12:00-02:00,43.3315769,21.8941334
way,1092910696,Naiades,restaurant,Ниш,Кеј Кола српских сестара,27a,,+381183230546,,,,,,Tu-Su 12:00-22:00,43.3209703,21.8912192
node,13683836323,New Delhi,restaurant,Ниш,Милентијева,2,18000,+381183411002,,https://newdelhi.rs/,,,,Mo-Sa 11:00-24:00,43.3237994,21.8988971
node,9982311342,Night & Day,restaurant,,,,,,,https://nightandday.rs/,,,,24/7,43.3175792,21.8944778
node,9610635317,Orca Dish 'n' Fish,restaurant,Ниш,Косте Стаменковића,4,18000,+381184100203,,,,,,,43.3176088,21.8975243
way,1417971548,Splav „Porto Nuovo”,restaurant,,,,,,,https://portonuovo.rs/,,,,,43.3228251,21.8958978
node,8867068924,Studentska menza - Linijski restoran II,restaurant,,,,,,,https://scnis.rs/,,,,"Mo-Fr 07:30-09:30,11:30-15:30,17:00-20:00; Sa,Su 07:30-09:30,11:30-14:00",43.3168898,21.8902585
node,13132475801,Thai by Thai,restaurant,Ниш,Nikole Pasica,10,,+381613336161,,https://thaibythai.rs/,,,,Mo-Sa 08:00-00:00; Su 11:00-23:00,43.3183917,21.899631
node,12506638883,Tutto Passa,restaurant,Ниш,Синђелићев трг,31,,+381659366075,,,,,,"Mo-Th 08:00-00:00, Fr-Sa 08:00-01:00, Su 11:00-23:00",43.3185017,21.8994812
way,1182572246,Американац,restaurant,,Кованлучка,10,,+381631922701,,https://www.facebook.com/Amerikanac.restoran/,,,https://www.instagram.com/restoran_amerikanac/,Mo-Th 10:00-24:00; Fr-Sa 10:00-02:00,43.3072344,21.8983054
node,9931190348,Бољи живот 2,restaurant,,,,,+381184233370,,,,,,Mo-Su 09:00-22:00,43.3061688,21.9496252
way,1061086089,Вериге,restaurant,Ниш,Станоја Главаша,41,18000,+38118513323,,http://www.kafanaverigenis.rs/,,,,Mo-Su 09:00-24:00,43.3061731,21.9047273
node,12188084525,Галија,restaurant,,Николе Пашића,35a,,+38162402491,,https://kafanagalija.rs,info@kafanagalija.rs,,https://www.instagram.com/kafanagalijanis/,Mo-Th 10:00-24:00; Fr-Sa 10:00-02:00; Su 11:00-19:00,43.3180573,21.8959026
node,13112287373,Кафана Бисер,restaurant,Ниш,Косте Стаменковића,1,18000,+38118248205,,,,,,Mo-Fr 07:00-00:00; Sa-Su 07:00-02:00,43.3177686,21.8976941
node,6764043985,Кафана Мезе,restaurant,Ниш,Косте Стаменковића,3,18000,+381652280333,,https://www.kafanamezenis.com/,,,,Mo-Th 08:00-00:00; Fr-Sa 08:00-01:00; Su 12:00-00:00,43.3176398,21.8979845
node,453435281,Код Рајка,restaurant,,,,,+381649001113,,,,,,Mo-Sa 10:00-24:00; Su 10:00-23:00,43.3178792,21.896058
node,10010876488,Крилца и пивце башта,restaurant,,,,,+381659431500,,,,,,Mo-Sa 09:00-23:00,43.3212435,21.8920319
way,769773332,Мали одмор 018,restaurant,,Дарданијска,7,,+381654405500,,,velizarmarkovic1@gmail.com,,,Mo-Su 11:00-23:00,43.2950371,21.9185382
way,474337591,Под сач,restaurant,Ниш,Његошева,23,,+381668555530,,,,,,,43.3097567,21.8929351
way,1071851916,Стари Јастребац,restaurant,Ниш,Зетска,14,18000,+38166221430,,https://urstari-jastrebac.business.site/,,,,,43.3131015,21.910812
way,333699321,Гимназија Бора Станковић,school,,Вожда Карађорђа,27,,+38118527621,,,,,,,43.3209519,21.9024197
way,524349302,Грађевинска техничка школа „Неимар”,school,Ниш,Александра Медведева,18,18000,018292093,,https://www.gtsneimar.edu.rs,gtsneimar@gmail.com,,,,43.3294389,21.8896164
way,839975668,Електротехничка школа „Никола Тесла”,school,Ниш,Александра Медведева,16,18000,018588583,,https://www.etstesla.ni.ac.rs/,info@etstesla.ni.ac.rs,,,,43.329968,21.8901258
node,12511356062,Музичка школа Ниш,school,Ниш,Првомајска,6,18000,,,https://muzickanis.org/,,,,,43.3192426,21.9034199
way,252183539,Основна школа „Бубањски хероји”,school,,,,,018562919,0184100267,https://bubanjskiheroji.edu.rs,bheroji@gmail.com,,,,43.3141636,21.8636473
way,405399773,Основна школа „Вук Караџић”,school,,,,,018252976,,https://sites.google.com/site/osvukkaradzicnis,osvuknis@open.telekom.rs,,,,43.3263618,21.8911723
way,251561925,ОШ „Иво Андрић”,school,,,,,,,https://osivoandric1.wordpress.com/,,,,,43.3486585,21.8951093
node,13470365273,Прва нишка гимназија Стеван Сремац,school,,Вожда Карађорђа,27,,+38118527622,,https://sremac.edu.rs/,,,,,43.3206136,21.9022983
node,2700358133,Уметничка школа Ниш,school,Ниш,Првомајска,6,18000,,,https://www.umetnickaskolanis.edu.rs/,,,,,43.3188049,21.903259
way,825788178,Школа за основно и средње образовање „Царица Јелена”,school,,,,,018560848,,https://www.caricajelena.edu.rs,skolacaricajelena@gmail.com,,,,43.3136384,21.8736205
node,14111870003,BIM Guard - video nadzor i alarmi na jednom mestu,security,Niš,Branka Miljkovića,28,18000,0611328332,,http://www.bimguard.rs,,,,Mo-Fr 09-16,43.3159363,21.9286268
way,473571046,Старвис.М Тим,security,Ниш,Мокрањчева,36,18000,+381183280079,,https://www.starvism.rs/,,,,,43.3074921,21.9081908
node,5057645723,Miljković,shoemaker,,,,,+381604475144,,,,,,"Mo-Fr 09:00-13:00, 17:00-20:00; Sa 09:00-12:00",43.318929,21.9210748
node,10991302607,Shoe Repair,shoemaker,,,,,0604475144,,,,,,Su-Th 09:00-13:00,43.31939,21.922615
node,5939862486,CCC,shoes,,,,,+38162330654,,https://ccc.eu/,,,,Mo-Su 10:00-22:00,43.3112618,21.9359466
node,5939862070,Deichmann,shoes,Ниш,,,,,,https://www.deichmann.com/RS,,,,Mo-Su 10:00-22:00,43.31135,21.9366401
node,9502595991,Lumi Line,shoes,Ниш,Обреновићева,59,18000,+381184103026,,https://www.lumiline.rs/,,,,Mo-Fr 08:00-20:00; Sa 08:00-16:00,43.315539,21.8948197
node,6807406192,Office Shoes,shoes,,,,,38118511560,,https://www.officeshoes.rs/prodavnica_obuce-office-shoes-obrenoviceva/286,off.nis@officeshoes.rs,,,Mo-Sa 09:00-21:00; Su 09:00-16:00,43.3196427,21.8953774
node,9470147974,Opposite,shoes,,,,,+381668239990,,https://www.opposite-fashion.com/,,,,Mo-Sa 09:00-21:00; Su 10:00-18:00,43.3186396,21.8950726
way,1157965038,Opposite Shoes & Bags,shoes,,,,,,,https://deltaplanetnis.rs/zakupac/opposite-shoes/,,,,Mo-Su 10:00-22:00,43.3249715,21.9105669
node,5939862071,Planika,shoes,Ниш,,,,,,https://www.planika.rs/,,,,Mo-Su 10:00-22:00,43.3113097,21.9368987
way,1188647398,Алпина,shoes,,,,,+38118241350,,https://www.alpinashop.rs/,tr6003@alpina.si,,,Mo-Fr 08:00-20:00; Sa 08:00-16:00,43.316406,21.8943485
node,9470147973,Обућа Метро,shoes,,,,,+38162278437,,https://www.obucametro.rs/radnje/99-nis-novi,nisnovi@obucametro.rs,,,Mo-Sa 08:00-21:00; Su 09:00-15:00,43.3185321,21.8950523
node,9509423787,Стефано,shoes,,,,,,,https://stefanoobuca.rs/,,,,,43.3179204,21.8948771
node,6807406091,Цицибан,shoes,Ниш,Обреновићева,19,18000,+38118511296,,https://www.ciciban.info/sr/,,,,Mo-Fr 12:00-20:00; Sa 09:00-17:00,43.3184362,21.8950786
way,473332649,Legea shop,sports,,9. бригаде,53,18000,018539283,,https://www.italsportserbia.rs,udine@italsportserbia.rs,,,Mo-Fr 10:00-18:00; Sa 10:00-15:00,43.3177307,21.9088799
node,5939862493,Planeta Sport,sports,,,,,+3810800001001,,https://planetasport.rs,,,,Mo-Su 10:00-22:00,43.3109271,21.9372642
node,9468415859,Planeta Sport,sports,,,,,,,https://planetasport.rs,,,,Mo-Fr 09:00-22:00; Sa 09:00-21:00; Su 10:00-19:00,43.3191755,21.8951783
node,9501535166,Planeta Sport,sports,,,,,,,https://planetasport.rs,,,,,43.3172858,21.8947408
node,5939862082,Proteini.si Shop,sports,,,,,+381184232022,,https://www.proteini.si/rs,,,,Mo-Su 10:00-18:00,43.3111918,21.9356913
node,5939862492,Sport Vision,sports,,,,,+3810800003004,,https://www.sportvision.rs/,,,,Mo-Su 10:00-22:00,43.3110019,21.937288
node,13078614687,Thema sport,sports,,,,,+38118530100,,https://www.themasport.com/,thema-sport@ninet.rs,,,Mo-Fr 12:00-20:00,43.3234382,21.9294062
node,9509108532,Треф спорт,sports,Ниш,Обреновићева,23,,+38118511637,,https://www.trefsport.com/,,,,Mo-Fr 08:30-20:00; Sa 09:00-20:00,43.3187988,21.8951203
way,1184339199,Радио Ниш,studio,Ниш,Лоле Рибара,7a,,,,https://www.rts.rs/,,,,,43.3219157,21.8996646
node,13146041948,Радио-телевизија Србије - Дописништво у Нишу,studio,Ниш,Лоле Рибара,7a,18000,+38118513324,,https://www.rts.rs/,,,,,43.3219721,21.8996644
node,5939862068,IDEA Super,supermarket,Ниш,,,,,,https://www.idea.rs,,,,Mo-Su 08:00-22:00,43.3114077,21.9362694
node,7477220498,Lidl,supermarket,,,,,+381800300199,,https://www.lidl.rs/,,,,Mo-Sa 07:30-22:00; Su 08:00-22:00,43.3218098,21.9361004
node,9195886618,Lidl,supermarket,Ниш,Благоја Паровића,,18000,+381800300199,,https://www.lidl.rs/,,,,Mo-Sa 07:30-22:00; Su 08:00-22:00,43.3239167,21.9126339
way,1335803035,Lidl,supermarket,,Булевар Светог Пантелејмона,93b,,+381800300199,,https://www.lidl.rs/,,,,Mo-Sa 07:30-22:00; Su 08:00-22:00,43.3362478,21.9299052
node,9709639117,Maxi,supermarket,,Генерала Милојка Лешјанина,2,,,,https://www.maxi.rs/,,,,Mo-Su 06:00-00:00,43.3211106,21.8953294
node,9814560117,Maxi,supermarket,,,,,,,https://www.maxi.rs/,,,,Mo-Su 06:00-24:00,43.319291,21.908984
node,13468372181,Mega Maxi,supermarket,,,,,+38118507201,,https://www.maxi.rs/mega-maxi,,,,06:00-00:00,43.3378161,21.8803859
way,280889720,ДИС,supermarket,Ниш,Булевар Медијана,15,18000,+381800101101,,http://www.dismarket.rs/,,,,Mo-Su 07:00-22:00,43.3200312,21.9380467
node,9487101307,Вица,tailor,Ниш,Трг учитеља Тасе,10,18000,+38162598693,,,,,,,43.3146292,21.8990749
node,8478216227,A1,telecommunication,,,,,+381601234000,,https://www.a1.rs/,KorisnickiServis@a1.rs,,,Mo-Su 09:00-22:00,43.322852,21.925675
node,9468415860,A1,telecommunication,Ниш,Обреновићева,17,18000,,,https://a1.rs/,,,,Mo-Fr 08:00-21:00; Sa 09:00-17:00,43.3190921,21.8951648
way,473302926,SBB,telecommunication,Ниш,Кеј Кола српских сестара,13,18000,,,https://sbb.rs/,,,,Mo-Fr 08:00-20:00; Sa 08:00-16:00,43.3217089,21.8935462
node,4314443091,Yettel,telecommunication,,Трг краља Милана,15,,+381639000,,https://www.yettel.rs,,https://www.facebook.com/YettelSrbija/,https://www.instagram.com/yettelsrbija/,Mo-Fr 08:00-21:00; Sa 08:00-16:00,43.3218462,21.8953325
node,8014804613,Yettel,telecommunication,Ниш,,,,,,https://www.telenor.rs/,,,,Mo-Su 10:00-22:00,43.3111621,21.9358701
node,12826239696,Yettel,telecommunication,,Обреновићева,50,,+381639000,,https://www.yettel.rs,,https://www.facebook.com/YettelSrbija/,https://www.instagram.com/yettelsrbija/,Mo-Fr 08:00-21:00; Sa 08:00-20:00,43.3182013,21.8945467
node,13054889254,Yettel,telecommunication,,Византијски булевар,1,,+381639000,,https://www.yettel.rs,,https://www.facebook.com/YettelSrbija/,https://www.instagram.com/yettelsrbija/,Mo-Su 09:00-22:00,43.3227721,21.9254448
way,1157969865,Yettel,telecommunication,,,,,+381639000,,https://www.yettel.rs,,https://www.facebook.com/YettelSrbija/,https://www.instagram.com/yettelsrbija/,Mo-Su 10:00-22:00,43.3243769,21.9113879
node,8478158713,А1,telecommunication,,,,,+381601234000,,https://www.a1.rs/,KorisnickiServis@a1.rs,,,Mo-Fr 08:00-21:00;Sa 08:00-16:00,43.321475,21.8963528
way,473327607,Позориште лутака Ниш,theatre,,Булевар др Зорана Ђинђића,17b,,,,https://www.nispuppets.org.rs/sr-rs/,,,,,43.3195792,21.9083684
way,1188647399,G-Store,tobacco,,,,,+38169696238,,,,,,24/7,43.316264,21.8943603
way,473304237,Град Ниш,townhall,Ниш,7. јули,2,18000,+38118504411,,https://www.ni.rs/,info@ni.rs,,,,43.3219416,21.8963325
way,416946200,Градска општина Медијана,townhall,Ниш,Париске комуне,2a,18000,018532992,,https://medijana.rs/,omedijana@medijana.rs,,,Mo-Fr 08:00-15:30; PH off,43.3218088,21.9188761
way,570100686,Градска општина Палилула,townhall,Ниш,Бранка Радичевића,2ž,18106,018290600,018290601,https://palilula.eu/,info@palilula.eu,,,Mo-Fr 08:00-15:00,43.3128715,21.8858567
way,839711979,Градска општина Пантелеј,townhall,Ниш,Гутенбергова,4a,18000,+38118201280,,https://www.pantelej.org.rs/,pantelej@gmail.com,,,,43.3282337,21.9280386
way,839910623,Градска општина Црвени Крст,townhall,Ниш,Булевар 12. фебруар,89,18000,+38118583700,,http://gocrvenikrst.rs,info@gocrvenikrst.rs,,,Mo-Fr 07:30-15:30,43.3339219,21.8809934
node,5939862073,Pertini Toys,toys,Ниш,,,,,,https://www.pertinitoys.com/,,,,Mo-Su 10:00-22:00,43.3113308,21.9367633
node,11816628748,Gastro oprema,trade,,,,,+38118204000,,https://shop.gastrooprema.rs/contact,prodajanis@gastrooprema.rs,,,Mo-Fr 08:00-18:00,43.3307183,21.8960602
way,759863359,Југосистем,trade,,Булевар Светог цара Константина,82,,+38118550911,,https://jugosistem.rs/,info@jugosistem.rs,,,,43.3070895,21.9520326
node,13507573301,For You putovanja,travel_agency,,,,,018560000,018560001,https://foryou.rs/,,ForYouPutovanjaAgencija,for_you_putovanja,,43.3182491,21.8982482
node,12506638887,Мпс Тренд,travel_agency,,,,,+38118527322,,https://www.mpstrend.rs/,mpstrend018@gmail.com,,,,43.3189285,21.8997189
node,12411561832,Skuba,truck,,,,,+381184151145,+381695154145;+381695154146,https://www.skuba.rs/,,,,Mo-Fr 08:00-16:00; Sa 08:00-14:00,43.3065269,21.9569573
way,422217103,Silex,tyres,,,,,+38163401851,,https://teretnegume.rs/,prodaja@silexnis.rs,https://www.facebook.com/silexnis/,,Mo-Fr 08:00-15:00,43.3069529,21.9422367
node,12369580646,Влада-Влајче,tyres,,,,,+381649403057,,,,,,,43.3115205,21.9181759
node,9554101940,Висока школа струковних студија за криминалистику и безбедност Ниш,university,,,,,+38118297222,,http://kib.edu.rs/,inform.kib@gmail.com,https://www.facebook.com/KiB.Nis,,,43.3069002,21.9439852
way,525185798,Грађевинско-архитектонски Факултет,university,Ниш,Александра Медведева,14,18000,+38118588200,,https://gaf.ni.ac.rs/,gaf@gaf.ni.ac.rs,,,,43.3304044,21.8914014
node,9554101939,Правни факултет за привреду и правосуђе,university,,,,,+381648894444,,https://www.pfnis.edu.rs/,info@pfnis.edu.rs,,,,43.306997,21.9440176
node,13683836321,Универзитет Сингидунум Центар Ниш,university,Ниш,Николе Пашића,28,18000,,,https://nis.singidunum.ac.rs/,,,,,43.3185026,21.8961034
node,12511356063,Факултет уметности (департман за ликовне уметности),university,Ниш,Првомајска,6,18000,,,https://www.artf.ni.ac.rs/,,,,,43.3190564,21.9032683
